product_id,product_name,brand,price_current,price_original,discount_percentage,rating,review_count,availability,image_url,product_url,platform,scraped_at
B08B217JP5,"Jasmine Long Grain Rice, 2 Lb (Previously Amazon Fresh, Packaging May Vary)",Amazon Grocery,,,,4.6,2,False,https://m.media-amazon.com/images/I/71o5W8n7-7L._AC_UL320_.jpg,https://www.amazon.com/Happy-Belly-Jasmine-Rice/dp/B08B217JP5/ref=sr_1_1?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-1,Amazon,2025-07-18T08:38:12.832135
B07QRW8NVQ,"Spanish Style Yellow Rice, 3.4 lbs.",Iberia,7.0,,,4.5,,True,https://m.media-amazon.com/images/I/81ZvjdVBckL._AC_UL320_.jpg,https://www.amazon.com/Iberia-211083-NULL/dp/B07QRW8NVQ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-2,Amazon,2025-07-18T08:38:14.491396
B00LBGNHE8,"Long Grain White Rice 4-Gallon Pail, Emergency Food Supply, Everyday Meals, 242 Servings",Augason Farms,57.0,,,4.2,,True,https://m.media-amazon.com/images/I/71G57vzEgfL._AC_UL320_.jpg,https://www.amazon.com/Augason-Farms-Grain-Emergency-Storage/dp/B00LBGNHE8/ref=sr_1_3?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-3,Amazon,2025-07-18T08:38:16.055027
B0087HFXJ6,"Royal Blend, Blend Of Texmati White, Brown, Red, And Wild Rice, Premium Gluten Free Rice, Non-GMO, 21 Ounce Jar",RiceSelect,6.0,,,4.6,1,True,https://m.media-amazon.com/images/I/91SRur1lnyL._AC_UL320_.jpg,https://www.amazon.com/RiceSelect-Royal-Blend-Texmati-White/dp/B0087HFXJ6/ref=sr_1_4?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-4,Amazon,2025-07-18T08:38:17.081610
B000FJLXHU,"Rice Sushi, 5 Lb",Kokuho,,,,4.7,5,False,https://m.media-amazon.com/images/I/91spzioCjfL._AC_UL320_.jpg,https://www.amazon.com/Kokuho-Rice-Sushi-5-Lb/dp/B000FJLXHU/ref=sr_1_5?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-5,Amazon,2025-07-18T08:38:18.694100
B007OMF56Q,"Calrose Rice, Nomura Yellow, 15-Pound",Kokuho,,,,4.4,15,False,https://m.media-amazon.com/images/I/91T1hgM2v2L._AC_UL320_.jpg,https://www.amazon.com/Kokuho-Calrose-Rice-Yellow-Pound/dp/B007OMF56Q/ref=sr_1_6?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-6,Amazon,2025-07-18T08:38:19.516111
B08YFH23V2,Premium Long Grain Aromatic Jasmine White Rice - Sustainably Grown - Women Owned - Farm to Table (2 lb),Premium Long Grain Aromatic Jasmine White Rice - Sustainably Grown - Women Owned - Farm to Table (2 lb),,,,4.6,,False,https://m.media-amazon.com/images/I/71FoVVcn6EL._AC_UL320_.jpg,https://www.amazon.com/4Sisters-Rice-Premium-Aromatic-Sustainably/dp/B08YFH23V2/ref=sr_1_7?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-7,Amazon,2025-07-18T08:38:21.122121
B07GL6KNSL,RICE WHT SPANSH STYLE ENT 5.5 OZ,Lundberg,,,,4.3,5,False,https://m.media-amazon.com/images/I/71i97FOBJGL._AC_UL320_.jpg,https://www.amazon.com/LUNDBERG-RICE-WHT-SPANSH-STYLE/dp/B07GL6KNSL/ref=sr_1_8?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-8,Amazon,2025-07-18T08:38:22.048393
B077ZXDRMC,"Organic White Jasmine Rice, 30 OZ",Lotus Foods,10.0,,,4.7,,True,https://m.media-amazon.com/images/I/81z-1GaF-9L._AC_UL320_.jpg,https://www.amazon.com/LOTUS-FOODS-Organic-White-Jasmine/dp/B077ZXDRMC/ref=sr_1_9?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-9,Amazon,2025-07-18T08:38:23.220911
B08QLX5CYF,"Organic White Jasmine Rice, 8 Ounce",Lotus Foods,,,,4.3,8,False,https://m.media-amazon.com/images/I/71xpR+L+UpL._AC_UL320_.jpg,https://www.amazon.com/Lotus-Foods-0708953509020-JASMINE-WHITE/dp/B08QLX5CYF/ref=sr_1_10?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-10,Amazon,2025-07-18T08:38:24.458501
B004BJWTBY,"Cooked Brown Rice, 7.4-Ounces (Pack of 6)",Nishiki,17.0,,,4.4,,True,https://m.media-amazon.com/images/I/91BXzgyXw5L._AC_UL320_.jpg,https://www.amazon.com/Nishiki-Cooked-Brown-Rice-7-4-Ounces/dp/B004BJWTBY/ref=sr_1_11?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-11,Amazon,2025-07-18T08:38:25.660997
B000FDQUXS,"Authentic Red Beans & Rice, Low Fat, 8oz (Red Beans & Rice, Pack of 12)",Vigo,35.0,,,4.7,,True,https://m.media-amazon.com/images/I/81cOMqwvLLL._AC_UL320_.jpg,https://www.amazon.com/Vigo-Beans-Rice-8-Ounce-Pouches/dp/B000FDQUXS/ref=sr_1_12?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-12,Amazon,2025-07-18T08:38:26.730163
B08SJ1KGPL,"Rice | Low-Carb, Low-Calorie Hearts of Palm Rice | Keto, Gluten Free, Vegan, Non-GMO, Healthy | As seen on Shark Tank | (12 Ounces Pouches - Pack of 3)",Palmini,,,,4.1,,False,https://m.media-amazon.com/images/I/71+ulaDow4S._AC_UL320_.jpg,https://www.amazon.com/Palmini-Low-Carb-Low-Calorie-Hearts-Non-GMO/dp/B08SJ1KGPL/ref=sr_1_13?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-13,Amazon,2025-07-18T08:38:27.965971
B0BJT226G7,Rice Org W/Cocnut Rte 7.05 OZ,Rice Org W/Cocnut Rte 7.05 OZ,6.0,,,4.4,,True,https://m.media-amazon.com/images/I/816o36WukDL._AC_UL320_.jpg,https://www.amazon.com/Jasberry-Organic-Coconut-Superfood-Rice/dp/B0BJT226G7/ref=sr_1_14?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-14,Amazon,2025-07-18T08:38:28.572762
B0D4X26QPY,Everything But The Fried Rice Seasoning | All Natural | Non GMO | Hand Crafted | Small Batch | GLP-1 Friendly | Gourmet Spice Mix | Made In USA | No MSG | Artisanal Rub | Ultra Luxury Seasoning | Magnetic Tin | No Artificial Colors or Flavors | Gustus Vitae | #234,Everything But The Fried Rice Seasoning | All Natural | Non GMO | Hand Crafted | Small Batch | GLP-1 Friendly | Gourmet Spice Mix | Made In USA | No MSG | Artisanal Rub | Ultra Luxury Seasoning | Magnetic Tin | No Artificial Colors or Flavors | Gustus Vitae | #234,,,,4.4,4,False,https://m.media-amazon.com/images/I/8144seerrlL._AC_UL320_.jpg,https://www.amazon.com/Everything-Seasoning-Artisanal-Gustus-Vitae/dp/B0D4X26QPY/ref=sr_1_15?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-15,Amazon,2025-07-18T08:38:29.665424
B07YDGP3NY,"Red Yeast Rice 1200mg with CoQ10 Supplement & Flush Free Niacin 120 Extra Strength Vegetarian Capsules – Advanced Healthy Heart Formula - Non-Irradiated, Citrinin Free","Red Yeast Rice 1200mg with CoQ10 Supplement & Flush Free Niacin 120 Extra Strength Vegetarian Capsules – Advanced Healthy Heart Formula - Non-Irradiated, Citrinin Free",,,,4.5,120,False,https://m.media-amazon.com/images/I/716cuDPX+JL._AC_UL320_.jpg,https://www.amazon.com/Yeast-1200mg-Niacin-Vegetarian-Capsules/dp/B07YDGP3NY/ref=sr_1_16?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-16,Amazon,2025-07-18T08:38:30.470743
B077NH74KW,"Wild Rice, Regenerative Organic Certified, 6-Pack – 100% Natural California Cultivated Wild Black Rice, 8 Oz Ea",Lundberg,,,,4.5,,False,https://m.media-amazon.com/images/I/71B+oYQxTeL._AC_UL320_.jpg,https://www.amazon.com/Lundberg-Family-Farms-Organic-Wild/dp/B077NH74KW/ref=sr_1_17?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-17,Amazon,2025-07-18T08:38:31.823545
B098BQ8WGQ,"Housewares 4-Cups (Cooked) / 1Qt. Rice & Grain Cooker (ARC-302NGBL), Blue",AROMA,19.0,,,4.3,,True,https://m.media-amazon.com/images/I/61Snd9WCFvL._AC_UL320_.jpg,https://www.amazon.com/Aroma-Housewares-4-Cups-Cooked-ARC-302NGBL/dp/B098BQ8WGQ/ref=sr_1_18?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-18,Amazon,2025-07-18T08:38:32.981234
B0CFPLT75L,"Red Yeast Rice 2,400mg with CoQ10, 240 Veggie Capsules (1,200mg Per Capsule) | Advanced Heart Health Herbal Supplement – Antioxidant Support for Energy & Heart Health – Non-GMO","Red Yeast Rice 2,400mg with CoQ10, 240 Veggie Capsules (1,200mg Per Capsule) | Advanced Heart Health Herbal Supplement – Antioxidant Support for Energy & Heart Health – Non-GMO",,,,4.6,240,False,https://m.media-amazon.com/images/I/710gCy6-F3L._AC_UL320_.jpg,https://www.amazon.com/Red-Yeast-Rice-CoQ10-Cholesterol/dp/B0CFPLT75L/ref=sr_1_19?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-19,Amazon,2025-07-18T08:38:33.823185
B0BV5YQWHR,"Rice Dispenser 25 Lbs(11.3kg), Rice Storage Container Sealed Moisture Proof with Measuring Cup for Kitchen Pantry Household, BPA-Free",Lifewit,,,,4.5,,False,https://m.media-amazon.com/images/I/5158RC1U7dL._AC_UL320_.jpg,https://www.amazon.com/Lifewit-Dispenser-Containers-Measuring-Household/dp/B0BV5YQWHR/ref=sr_1_20?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-20,Amazon,2025-07-18T08:38:35.252635
B0DK661ZRM,The Meat & Rice Cookbook: Hearty Asian Meat and Rice Creations,The Meat & Rice Cookbook: Hearty Asian Meat and Rice Creations,0.0,,,5.0,,True,https://m.media-amazon.com/images/I/71CD6fuaWWL._AC_UL320_.jpg,https://www.amazon.com/Meat-Rice-Cookbook-Hearty-Creations-ebook/dp/B0DK661ZRM/ref=sr_1_21?dib=eyJ2IjoiMSJ9.f2ErCrCPpEfN78nkOH6y-GGCQhCRUwGq3npei3lrxK9T87LSs5rt10uZ298mnjqAk0JNqVS6WZE5KeSbG4ZAXNmdmx-N-kHgsrtwgClb5oLeDJ9SiQRT1Cbwu1KXSHrtKQF9tL2nfNIJwkr7cE42rwxWkbyunYeFcJa8RZDjdb1M9cJxPVoN8yoWPF2Gzf7lvDScbZeYMpt60A1sdLV1Qe51VqxoAz_ECynrW_cZplp5Ma9GbyWnzYfXlmn_CAg7YxU46XTd-4Yd6pgSRq22WDZ2hhTA8F94TEYbiq6Mdw4.hfMSCBzTUNaYaJUv0SHe5b401k1Zp7_wRtPY_F2_5Hg&dib_tag=se&keywords=rice&qid=1752808082&sr=8-21,Amazon,2025-07-18T08:38:36.003080
